Reactor Name,Reactor Status,Country,Reactor Type,Model,Owner,Operator,Reference Unit Power (Net Capacity) [MWe],Design Net Capacity [MWe],Gross Capacity [MWe],Thermal Capacity [MWt],Construction Start Date,First Criticality Date,Construction Suspended Date,Construction Restart Date,First Grid Connection,Commercial Operation Date,Suspended Operation Date,End of Suspended Operation Date,Permanent Shutdown Date,Thermal Efficiency [%],Energy Efficiency [%],Years Connected,Total Power Supplied [TW.h],Hours On Line
COLUMBIA,Operational,United States of America,BWR,BWR-5 (Mark 2),Energy Northwest,Energy Northwest,1131,1100,1190,3486,1972-08-01,1984-01-19,,,1984-05-27,1984-12-13,,,,32.44,31.55,40,296.93,283141.0
COMANCHE PEAK-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"Luminant Generation Company, LLC","Luminant Generation Company, LLC",1205,1150,1259,3612,1974-12-19,1990-04-03,,,1990-04-24,1990-08-13,,,,33.36,31.84,34,305.76,267428.0
COMANCHE PEAK-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),"Luminant Generation Company, LLC","Luminant Generation Company, LLC",1195,1150,1250,3612,1974-12-19,1993-03-24,,,1993-04-09,1993-08-03,,,,33.08,31.84,31,281.25,244981.0
COOK-1,Operational,United States of America,PWR,WH 4LP (ICECDN),"American Electric Power Company, Inc.","American Electric Power Company, Inc.",1030,1030,1131,3304,1969-03-25,1975-01-18,,,1975-02-10,1975-08-28,,,,31.17,31.17,49,313.3,319109.0
COOK-2,Operational,United States of America,PWR,WH 4LP (ICECDN),"American Electric Power Company, Inc.","American Electric Power Company, Inc.",1168,1100,1231,3468,1969-03-25,1978-03-10,,,1978-03-22,1978-07-01,,,,33.68,31.72,46,318.31,302012.0
COOPER,Operational,United States of America,BWR,BWR-4 (Mark 1),NEBRASKA PUBLIC POWER DISTRICT,"Entergy Nuclear Operations, Inc.",769,778,801,2419,1968-06-01,1974-02-21,,,1974-05-10,1974-07-01,,,,31.79,32.16,50,258.04,359075.0
CRYSTAL RIVER-3,Permanent Shutdown,United States of America,PWR,B&W LLP (DRYAMB),Duke Energy  Corp.,Progress Energy,860,825,890,2568,1968-09-25,1977-01-14,,,1977-01-30,1977-03-13,,,2013-02-05,33.49,32.13,37,167.54,210557.0
CVTR,Permanent Shutdown,United States of America,PHWR,Prototype,CAROLINAS-VIRGINIA NUCLEAR POWER ASSOC.,CAROLINAS-VIRGINIA NUCLEAR POWER ASSOC.,17,17,19,65,1960-01-01,1963-03-01,,,1963-12-18,1963-12-18,,,1967-01-10,26.15,26.15,5,0.0,0.0
DAVIS BESSE-1,Operational,United States of America,PWR,B&W RLP (DRYAMB),CLEVELAND ELECTRIC ILLUMINATING CO.,FIRST ENERGY NUCLEAR OPERATING CO.,894,906,925,2817,1970-09-01,1977-08-12,,,1977-08-28,1978-07-31,,,,31.74,32.16,47,261.79,305479.0
DIABLO CANYON-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),PG&E Corporation,Pacific Gas and Electric Company,1138,1084,1197,3411,1968-04-23,1984-04-29,,,1984-11-11,1985-05-07,,,,33.36,31.78,40,326.1,302754.0
DIABLO CANYON-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),PG&E Corporation,Pacific Gas and Electric Company,1118,1106,1197,3411,1970-12-09,1985-08-19,,,1985-10-20,1986-03-13,,,,32.78,32.42,39,317.55,295216.0
DRESDEN-1,Permanent Shutdown,United States of America,BWR,,,"Exelon Generation Co., LLC",197,192,207,700,1956-05-01,1959-10-15,,,1960-04-15,1960-07-04,,,1978-10-31,28.14,27.43,19,7.22,54653.0
DRESDEN-2,Operational,United States of America,BWR,BWR-3 (Mark 1),Exelon Corporation,"Exelon Generation Co., LLC",894,794,950,2957,1966-01-10,1970-01-07,,,1970-04-13,1970-06-09,,,,30.23,26.85,54,293.13,381884.0
DRESDEN-3,Operational,United States of America,BWR,BWR-3 (Mark 1),Exelon Corporation,"Exelon Generation Co., LLC",879,794,935,2957,1966-10-14,1971-01-12,,,1971-07-22,1971-11-16,,,,29.73,26.85,53,285.95,372368.0
DUANE ARNOLD-1,Permanent Shutdown,United States of America,BWR,BWR-4 (Mark 1),"NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",601,601,624,1912,1970-06-22,1974-03-23,,,1974-05-19,1975-02-01,,,2020-10-12,31.43,31.43,47,174.85,340021.0
ELK RIVER,Permanent Shutdown,United States of America,BWR,-,US Department of Energy,RURAL COOPERATIVE POWER ASSOC.,22,22,24,58,1959-01-01,1962-11-01,,,1963-08-24,1964-07-01,,,1968-02-01,37.93,37.93,6,0.0,0.0
FARLEY-1,Operational,United States of America,PWR,WH 3LP (DRYAMB),Alabama Power Company,"Southern Nuclear Operating Company, Inc.",874,829,918,2775,1970-10-01,1977-08-09,,,1977-08-18,1977-12-01,,,,31.5,29.87,47,288.9,348550.0
FARLEY-2,Operational,United States of America,PWR,WH 3LP (DRYAMB),Alabama Power Company,"Southern Nuclear Operating Company, Inc.",883,829,928,2775,1970-10-01,1981-05-05,,,1981-05-25,1981-07-30,,,,31.82,29.87,43,277.56,331610.0
FERMI-1,Permanent Shutdown,United States of America,FBR,Liquid Metal FBR,"Power Reactor Development Company (PRDC), consortium of 34 public utilities",DETROIT EDISON CO.,61,60,65,200,1956-08-08,1963-08-23,,,1966-08-05,1966-08-07,,,1972-11-29,30.5,30.0,7,0.02,0.0
FERMI-2,Operational,United States of America,BWR,BWR-4 (Mark 1),DTE Energy Co.,DETROIT EDISON CO.,1115,1093,1198,3486,1972-09-26,1985-06-21,,,1986-09-21,1988-01-23,,,,31.99,31.35,38,265.14,253635.0
FITZPATRICK,Operational,United States of America,BWR,BWR-4 (Mark 1),Exelon Corporation,"Exelon Generation Co., LLC",813,821,849,2536,1968-09-01,1974-11-17,,,1975-02-01,1975-07-28,,,,32.06,32.37,49,273.35,351728.0
FORT CALHOUN-1,Permanent Shutdown,United States of America,PWR,CE 2LP,OMAHA PUBLIC POWER DISTRICT,"Exelon Generation Co., LLC",482,478,512,1500,1968-06-07,1973-08-06,,,1973-08-25,1973-09-26,,,2016-10-24,32.13,31.87,44,130.68,292721.0
FORT ST. VRAIN,Permanent Shutdown,United States of America,HTGR,,,PUBLIC SERVICE CO. OF COLORADO,330,330,342,842,1968-09-01,1974-01-31,,,1976-12-11,1979-07-01,,,1989-08-29,39.19,39.19,14,5.42,35843.0
GE VALLECITOS,Permanent Shutdown,United States of America,BWR,25,General Electric and Pacific Gas and Electric Company,General Electric,24,24,24,50,1956-01-01,1957-08-03,,,1957-10-19,1957-10-19,,,1963-12-09,48.0,48.0,7,0.0,0.0
GINNA,Operational,United States of America,PWR,WH 2LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",560,470,608,1775,1966-04-25,1969-11-08,,,1969-12-02,1970-07-01,,,,31.55,26.48,55,204.79,409465.0
GRAND GULF-1,Operational,United States of America,BWR,BWR-6 (Mark 3),"Systems Energy Resources, Inc","Entergy Nuclear Operations, Inc.",1401,1250,1500,4408,1974-05-04,1982-08-18,,,1984-10-20,1985-07-01,,,,31.78,28.36,40,354.19,289625.0
HADDAM NECK,Permanent Shutdown,United States of America,PWR,-,CONNECTICUT YANKEE ATOMIC POWER CO.,CONNECTICUT YANKEE ATOMIC POWER CO.,560,582,603,1825,1964-05-01,1967-07-24,,,1967-08-07,1968-01-01,,,1996-12-05,30.68,31.89,30,98.09,179203.0
HALLAM,Permanent Shutdown,United States of America,X,LMGMR (SGR- Sodium cooled graphite moderated reactor),HALLAM Nucler Power Facility,Atomic Energy Commission and Nebraska Public Power District,75,75,84,256,1959-01-01,1963-01-01,,,1963-09-01,1963-11-01,,,1964-09-01,29.3,29.3,2,0.0,0.0
HARRIS-1,Operational,United States of America,PWR,WH 3LP (DRYAMB),"PROGRESS ENERGY Carolinas, Inc.",Progress Energy,964,900,980,2900,1978-01-28,1987-01-03,,,1987-01-19,1987-05-02,,,,33.24,31.03,37,255.22,283284.0
HATCH-1,Operational,United States of America,BWR,BWR-4 (Mark 1),GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",876,777,911,2804,1968-09-30,1974-09-12,,,1974-11-11,1975-12-31,,,,31.24,27.71,50,285.67,361961.0
HATCH-2,Operational,United States of America,BWR,BWR-4 (Mark 1),GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",883,784,921,2804,1972-02-01,1978-07-04,,,1978-09-22,1979-09-05,,,,31.49,27.96,46,270.48,335797.0
HOPE CREEK-1,Operational,United States of America,BWR,BWR-4 (Mark 1),"PSEG Power, Inc.","PSEG Nuclear, LLC",1172,1067,1240,3840,1976-03-01,1986-06-28,,,1986-08-01,1986-12-20,,,,30.52,27.79,38,313.15,286147.0
HUMBOLDT BAY,Permanent Shutdown,United States of America,BWR,Natural cir.,Pacific Gas and Electric Company,Pacific Gas and Electric Company,63,65,65,220,1960-11-01,1963-02-16,,,1963-04-18,1963-08-01,,,1976-07-02,28.64,29.55,14,2.1,40468.0
INDIAN POINT-1,Permanent Shutdown,United States of America,PWR,PWR,"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",257,265,277,615,1956-05-01,1962-08-02,,,1962-09-16,1962-10-01,,,1974-10-31,41.79,43.09,13,3.83,17434.0
INDIAN POINT-2,Permanent Shutdown,United States of America,PWR,WH 4LP (DRYAMB),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",998,873,1067,3216,1966-10-14,1973-05-22,,,1973-06-26,1974-08-01,,,2020-04-30,31.03,27.15,48,286.39,315068.0
INDIAN POINT-3,Permanent Shutdown,United States of America,PWR,WH 4LP (DRYAMB),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",1030,965,1085,3216,1968-10-30,1976-04-04,,,1976-04-25,1976-08-28,,,2021-04-28,32.03,30.01,46,282.63,295498.0
KEWAUNEE,Permanent Shutdown,United States of America,PWR,WH 2LP (DRYAMB),Dominion Energy,Dominion Energy,566,535,595,1772,1968-08-06,1974-03-07,,,1974-04-08,1974-06-16,,,2013-05-07,31.94,30.19,40,150.08,291231.0
LACROSSE,Permanent Shutdown,United States of America,BWR,,,DAIRYLAND POWER COOPERATIVE,48,50,55,165,1963-03-01,1967-07-11,,,1968-04-26,1969-11-07,,,1987-04-30,29.09,30.3,20,3.62,90520.0
LASALLE-1,Operational,United States of America,BWR,BWR-5 (Mark 2),Exelon Corporation,"Exelon Generation Co., LLC",1137,1078,1207,3546,1973-09-10,1982-06-21,,,1982-09-04,1984-01-01,,,,32.06,30.4,42,316.42,294779.0
LASALLE-2,Operational,United States of America,BWR,BWR-5 (Mark 2),Exelon Corporation,"Exelon Generation Co., LLC",1140,1078,1207,3546,1973-09-10,1984-03-10,,,1984-04-20,1984-10-19,,,,32.15,30.4,40,308.44,283868.0
LIMERICK-1,Operational,United States of America,BWR,BWR-4 (Mark 2),Exelon Corporation,"Exelon Generation Co., LLC",1134,1055,1194,3515,1974-06-19,1984-12-22,,,1985-04-13,1986-02-01,,,,32.26,30.01,39,334.94,307847.0
LIMERICK-2,Operational,United States of America,BWR,BWR-4 (Mark 2),Exelon Corporation,"Exelon Generation Co., LLC",1134,1055,1194,3515,1974-06-19,1989-08-12,,,1989-09-01,1990-01-08,,,,32.26,30.01,35,311.79,279885.0
MAINE YANKEE,Permanent Shutdown,United States of America,PWR,,,MAINE YANKEE ATOMIC POWER CO.,860,825,900,2630,1968-10-01,1972-10-23,,,1972-11-08,1972-12-28,,,1997-08-01,32.7,31.37,26,118.72,157195.0
MCGUIRE-1,Operational,United States of America,PWR,WH 4LP (ICECND),Duke Energy  Corp.,Duke Energy  Corp.,1158,1180,1215,3411,1971-04-01,1981-08-08,,,1981-09-12,1981-12-01,,,,33.95,34.59,43,346.41,311080.0
MCGUIRE-2,Operational,United States of America,PWR,WH 4LP (ICECND),Duke Energy  Corp.,Duke Energy  Corp.,1158,1180,1215,3411,1971-04-01,1983-05-08,,,1983-05-23,1984-03-01,,,,33.95,34.59,41,345.02,304831.0
MILLSTONE-1,Permanent Shutdown,United States of America,BWR,,,Dominion Energy,641,660,684,2011,1966-05-01,1970-10-26,,,1970-11-29,1971-03-01,,,1998-07-01,31.87,32.82,29,101.37,166334.0
MILLSTONE-2,Operational,United States of America,PWR,CE 2LP (DRYAMB),"Dominion Resources, Inc.",Dominion Energy,869,870,918,2700,1969-11-01,1975-10-17,,,1975-11-09,1975-12-26,,,,32.19,32.22,49,261.9,311236.0
MILLSTONE-3,Operational,United States of America,PWR,WH 4LP (DRYSUB),"Dominion Resources, Inc.",Dominion Energy,1210,1159,1280,3650,1974-08-09,1986-01-23,,,1986-02-12,1986-04-23,,,,33.15,31.75,38,304.95,262768.0
MONTICELLO,Operational,United States of America,BWR,BWR-3 (Mark 1),Xcel Energy,Northern States Power Co. (subsidiary of Xcel Energy),628,545,691,2004,1967-06-19,1970-12-10,,,1971-03-05,1971-06-30,,,,31.34,27.2,53,216.26,393369.0
NINE MILE POINT-1,Operational,United States of America,BWR,BWR-2 (Mark 1),"Exelon Nuclear, Électricité de France","Exelon Generation Co., LLC",613,620,642,1850,1965-04-12,1969-09-05,,,1969-11-09,1969-12-01,,,,33.14,33.51,55,216.53,372446.0
NINE MILE POINT-2,Operational,United States of America,BWR,BWR-5 (Mark 2),"Exelon Nuclear, Électricité de France","Exelon Generation Co., LLC",1277,1100,1320,3988,1975-08-01,1987-05-23,,,1987-08-08,1988-03-11,,,,32.02,27.58,37,312.98,273325.0
NORTH ANNA-1,Operational,United States of America,PWR,WH 3LP (DRYSUB),Virginia Electric Power Co.,Dominion Energy,948,907,990,2940,1971-02-19,1978-04-05,,,1978-04-17,1978-06-06,,,,32.24,30.85,46,305.71,340725.0
NORTH ANNA-2,Operational,United States of America,PWR,WH 3LP (DRYSUB),Virginia Electric Power Co.,Dominion Energy,944,907,1011,2940,1971-02-19,1980-06-12,,,1980-08-25,1980-12-14,,,,32.11,30.85,44,297.45,329377.0
OCONEE-1,Operational,United States of America,PWR,B&W LLP (DRYAMB),Duke Energy  Corp.,Duke Energy  Corp.,847,887,891,2568,1967-11-06,1973-04-19,,,1973-05-06,1973-07-15,,,,32.98,34.54,51,306.74,369218.0
OCONEE-2,Operational,United States of America,PWR,B&W LLP (DRYAMB),Duke Energy  Corp.,Duke Energy  Corp.,848,887,891,2568,1967-11-06,1973-11-11,,,1973-12-05,1974-09-09,,,,33.02,34.54,51,309.3,371562.0
OCONEE-3,Operational,United States of America,PWR,B&W LLP (DRYAMB),Duke Energy  Corp.,Duke Energy  Corp.,859,887,900,2568,1967-11-06,1974-09-05,,,1974-09-18,1974-12-16,,,,33.45,34.54,50,307.21,363835.0
OYSTER CREEK,Permanent Shutdown,United States of America,BWR,BWR-2 (Mark 1),Exelon Corporation,"Exelon Generation Co., LLC",619,650,652,1930,1964-12-15,1969-05-03,,,1969-09-23,1969-12-01,,,2018-09-17,32.07,33.68,50,195.87,334077.0
PALISADES,Permanent Shutdown,United States of America,PWR,CE 2LP (DRYAMB),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",805,805,850,2565,1967-03-12,1971-05-22,,,1971-12-29,N/A,,,2022-05-20,31.38,31.38,52,232.3,316150.0
PALO VERDE-1,Operational,United States of America,PWR,CE80 2LP (DRYAMB),ARIZONA PUBLIC SERVICE CO.,ARIZONA PUBLIC SERVICE CO.,1311,1221,1414,3990,1976-05-25,1985-05-25,,,1985-06-10,1986-01-28,,,,32.86,30.6,39,346.15,278245.0
PALO VERDE-2,Operational,United States of America,PWR,CE80 2LP (DRYAMB),ARIZONA PUBLIC SERVICE CO.,ARIZONA PUBLIC SERVICE CO.,1314,1304,1414,3990,1976-06-01,1986-04-18,,,1986-05-20,1986-09-19,,,,32.93,32.68,38,350.62,275710.0
PALO VERDE-3,Operational,United States of America,PWR,CE80 2LP (DRYAMB),ARIZONA PUBLIC SERVICE CO.,ARIZONA PUBLIC SERVICE CO.,1312,1304,1414,3990,1976-06-01,1987-10-25,,,1987-11-28,1988-01-08,,,,32.88,32.68,37,345.76,273850.0
PATHFINDER,Permanent Shutdown,United States of America,BWR,Prototype,Xcel Energy,NUCLEAR MANAGEMENT CO.,59,59,63,220,1959-01-01,1964-01-01,,,1966-07-25,1966-08-01,,,1967-10-01,26.82,26.82,2,0.0,0.0
PEACH BOTTOM-1,Permanent Shutdown,United States of America,HTGR,,"Exelon Generation Co., LLC","Exelon Generation Co., LLC",40,40,42,115,1962-02-01,1966-03-03,,,1967-01-27,1967-06-01,,,1974-11-01,34.78,34.78,8,0.35,11402.0
PEACH BOTTOM-2,Operational,United States of America,BWR,BWR-4 (Mark 1),"EXELON Corp. (50%) 
PSEG Power (50%)","Exelon Generation Co., LLC",1300,1065,1412,3951,1968-01-31,1973-09-16,,,1974-02-18,1974-07-05,,,,32.9,26.96,50,386.04,355833.0
PEACH BOTTOM-3,Operational,United States of America,BWR,BWR-4 (Mark 1),"EXELON Corp. (50%) 
PSEG Power (50%)","Exelon Generation Co., LLC",1331,1065,1412,3951,1968-01-31,1974-08-07,,,1974-09-01,1974-12-23,,,,33.69,26.96,50,383.19,354731.0
PERRY-1,Operational,United States of America,BWR,BWR-6 (Mark 3),CLEVELAND ELECTRIC ILLUMINATING CO.,FIRST ENERGY NUCLEAR OPERATING CO.,1240,1205,1303,3758,1974-10-01,1986-06-06,,,1986-12-19,1987-11-18,,,,33.0,32.06,38,316.3,266498.0
PILGRIM-1,Permanent Shutdown,United States of America,BWR,BWR-3 (Mark 1),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",677,655,711,2028,1968-08-26,1972-06-16,,,1972-07-19,1972-12-01,,,2019-05-31,33.38,32.3,48,194.15,310347.0
PIQUA,Permanent Shutdown,United States of America,X,OCM (Organically Cooled and Moderated Reactor),U.S. Atomic Energy Commission,City of Piqua Government,12,11,12,46,1960-01-01,1961-01-01,,,1963-07-01,1963-11-01,,,1966-01-01,26.09,23.91,4,0.0,0.0
POINT BEACH-1,Operational,United States of America,PWR,WH 2LP (DRYAMB),"NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",591,497,640,1800,1967-07-19,1970-11-02,,,1970-11-06,1970-12-21,,,,32.83,27.61,54,200.23,397133.0
POINT BEACH-2,Operational,United States of America,PWR,WH 2LP (DRYAMB),"NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",591,497,640,1800,1968-07-25,1972-05-30,,,1972-08-02,1972-10-01,,,,32.83,27.61,52,199.95,391840.0
PRAIRIE ISLAND-1,Operational,United States of America,PWR,WH 2LP (DRYAMB),Xcel Energy,Northern States Power Co. (subsidiary of Xcel Energy),522,530,566,1677,1968-06-25,1973-12-01,,,1973-12-04,1973-12-16,,,,31.13,31.6,51,197.98,385758.0
PRAIRIE ISLAND-2,Operational,United States of America,PWR,WH 2LP (DRYAMB),Xcel Energy,Northern States Power Co. (subsidiary of Xcel Energy),519,530,560,1677,1969-06-25,1974-12-17,,,1974-12-21,1974-12-21,,,,30.95,31.6,50,195.67,381302.0
QUAD CITIES-1,Operational,United States of America,BWR,BWR-3 (Mark 1),"Exelon (75%), MidAmerican Energy (25%)","Exelon Generation Co., LLC",908,789,940,2957,1967-02-15,1971-10-18,,,1972-04-12,1973-02-18,,,,30.71,26.68,52,295.64,380474.0
QUAD CITIES-2,Operational,United States of America,BWR,BWR-3 (Mark 1),"Exelon (75%), MidAmerican Energy (25%)","Exelon Generation Co., LLC",911,789,940,2957,1967-02-15,1972-04-26,,,1972-05-23,1973-03-10,,,,30.81,26.68,52,290.63,373004.0
RANCHO SECO-1,Permanent Shutdown,United States of America,PWR,PWR,Sacramento Municipal Utility District,SACRAMENTO MUNICIPAL UTILITY DISTRICT,873,918,917,2772,1969-04-01,1974-09-16,,,1974-10-13,1975-04-17,,,1989-06-07,31.49,33.12,16,44.75,59607.0
RIVER BEND-1,Operational,United States of America,BWR,BWR-6 (Mark 3),"ENTERGY GULF STATES, INC.","Entergy Nuclear Operations, Inc.",967,966,1016,3091,1977-03-25,1985-10-31,,,1985-12-03,1986-06-16,,,,31.28,31.25,39,258.24,280010.0
ROBINSON-2,Operational,United States of America,PWR,WH 3LP (DRYAMB),"PROGRESS ENERGY Carolinas, Inc.",Progress Energy,741,700,780,2339,1967-04-13,1970-09-20,,,1970-09-26,1971-03-07,,,,31.68,29.93,54,260.29,373281.0
SALEM-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"PSEG Power, Inc.","PSEG Nuclear, LLC",1169,1090,1254,3459,1968-09-25,1976-12-11,,,1976-12-25,1977-06-30,,,,33.8,31.51,48,331.86,303008.0
SALEM-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),"PSEG Power, Inc.","PSEG Nuclear, LLC",1158,1115,1200,3459,1968-09-25,1980-08-08,,,1981-06-03,1981-10-13,,,,33.48,32.23,43,310.95,285176.0
SAN ONOFRE-1,Permanent Shutdown,United States of America,PWR,PWR,SOUTHERN CALIFORNIA EDISON Co.,SOUTHERN CALIFORNIA EDISON Co.,436,436,456,1347,1964-05-01,1967-06-14,,,1967-07-16,1968-01-01,,,1992-11-30,32.37,32.37,26,46.67,110696.0
SAN ONOFRE-2,Permanent Shutdown,United States of America,PWR,CE (2-loop) DRYAMB,SOUTHERN CALIFORNIA EDISON Co.,SOUTHERN CALIFORNIA EDISON Co.,1070,1070,1127,3438,1974-03-01,1982-07-26,,,1982-09-20,1983-08-08,,,2013-06-07,31.12,31.12,32,219.23,204239.0
SAN ONOFRE-3,Permanent Shutdown,United States of America,PWR,CE (2-loop) DRYAMB,SOUTHERN CALIFORNIA EDISON Co.,SOUTHERN CALIFORNIA EDISON Co.,1080,1070,1127,3438,1974-03-01,1983-08-29,,,1983-09-25,1984-04-01,,,2013-06-07,31.41,31.12,31,215.66,202733.0
SAXTON,Permanent Shutdown,United States of America,PWR,25,Saxton Nuclear Experimanetal Corp.,Saxton Nuclear Experimental Reactor Corporation,3,3,3,24,1960-01-01,1967-01-01,,,1967-03-01,N/A,,,1972-05-01,12.5,12.5,6,0.0,0.0
SEABROOK-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",1246,1149,1296,3648,1976-07-07,1989-06-13,,,1990-05-29,1990-08-19,,,,34.16,31.5,34,310.15,261910.0
SEQUOYAH-1,Operational,United States of America,PWR,WH 4LP (ICECND),Tennessee Valley Authority,Tennessee Valley Authority,1152,1148,1221,3455,1970-05-27,1980-07-05,,,1980-07-22,1981-07-01,,,,33.34,33.23,44,327.0,293575.0
SEQUOYAH-2,Operational,United States of America,PWR,WH 4LP (ICECND),Tennessee Valley Authority,Tennessee Valley Authority,1139,1148,1200,3455,1970-05-27,1981-11-05,,,1981-12-23,1982-06-01,,,,32.97,33.23,43,327.21,298334.0
SHIPPINGPORT,Permanent Shutdown,United States of America,PWR,PLWBR,Department of Energy and Duquesne Light Co.,Department of Energy and Duquesne Light Co.,60,60,68,236,1954-01-01,1957-01-01,,,1957-12-02,1958-05-26,,,1982-10-01,25.42,25.42,26,0.0,0.0
SHOREHAM,Permanent Shutdown,United States of America,BWR,BWR,Long Island Lighting Company,Long Island Power Authority,820,809,849,2436,1972-11-01,1985-02-15,,,1986-08-01,N/A,,,1989-06-28,33.66,33.21,4,0.0,0.0
SOUTH TEXAS-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"NRG Energy, Inc.",STP Nuclear Operating Co.,1280,1250,1354,3853,1975-12-22,1988-03-08,,,1988-03-30,1988-08-25,,,,33.22,32.44,36,336.53,263440.0
SOUTH TEXAS-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),"NRG Energy, Inc.",STP Nuclear Operating Co.,1280,1250,1354,3853,1975-12-22,1989-03-12,,,1989-04-11,1989-06-19,,,,33.22,32.44,35,328.34,257606.0
ST. LUCIE-1,Operational,United States of America,PWR,CE 2LP (DRYAMB),Florida Power & Light Co.,Florida Power & Light Co.,981,830,1045,3020,1970-07-01,1976-04-22,,,1976-05-07,1976-12-21,,,,32.48,27.48,48,299.95,347138.0
ST. LUCIE-2,Operational,United States of America,PWR,CE 2LP (DRYAMB),Florida Power & Light Co.,Florida Power & Light Co.,987,830,1050,3020,1977-06-02,1983-06-02,,,1983-06-13,1983-08-08,,,,32.68,27.48,41,269.6,307471.0
SUMMER-1,Operational,United States of America,PWR,WH 3LP (DRYAMB),SOUTH CAROLINA ELECTRIC & GAS CO.,SOUTH CAROLINA ELECTRIC & GAS CO.,973,900,1006,2900,1973-03-21,1982-10-22,,,1982-11-16,1984-01-01,,,,33.55,31.03,42,284.24,309092.0
SURRY-1,Operational,United States of America,PWR,WH 3LP (DRYSUB),"Dominion Resources, Inc.",Dominion Energy,838,788,890,2587,1968-06-25,1972-07-01,,,1972-07-04,1972-12-22,,,,32.39,30.46,52,285.0,361206.0
SURRY-2,Operational,United States of America,PWR,WH 3LP (DRYSUB),"Dominion Resources, Inc.",Dominion Energy,838,788,890,2587,1968-06-25,1973-03-07,,,1973-03-10,1973-05-01,,,,32.39,30.46,51,283.3,358600.0
SUSQUEHANNA-1,Operational,United States of America,BWR,BWR-4 (Mark 2),PPL Corporation (former PENNSYLVANIA POWER & LIGHT CO. (PP&L)),"PPL Susquehanna, LLC",1257,1065,1330,3952,1973-11-02,1982-09-10,,,1982-11-16,1983-06-08,,,,31.81,26.95,42,345.44,308008.0
SUSQUEHANNA-2,Operational,United States of America,BWR,BWR-4 (Mark 2),PPL Corporation (former PENNSYLVANIA POWER & LIGHT CO. (PP&L)),"PPL Susquehanna, LLC",1257,1065,1330,3952,1973-11-02,1984-05-08,,,1984-07-03,1985-02-12,,,,31.81,26.95,40,343.24,305092.0
THREE MILE ISLAND-1,Permanent Shutdown,United States of America,PWR,B&W LLP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",819,819,880,2568,1968-05-18,1974-06-05,,,1974-06-19,1974-09-02,,,2019-09-20,31.89,31.89,46,245.5,305329.0
THREE MILE ISLAND-2,Permanent Shutdown,United States of America,PWR,PWR,,"GENERAL PUBLIC UTILITIES
(owned by FirstEnergy Corp.)",880,906,959,2772,1969-11-01,1978-03-27,,,1978-04-21,1978-12-30,,,1979-03-28,31.75,32.68,2,1.95,2910.0
TROJAN,Permanent Shutdown,United States of America,PWR,,,PORTLAND GENERAL ELECTRIC CO.,1095,1130,1155,3411,1970-02-01,1975-12-15,,,1975-12-23,1976-05-20,,,1992-11-09,32.1,33.13,18,84.35,84557.0
TURKEY POINT-3,Operational,United States of America,PWR,WH 3LP (DRYAMB),Florida Power & Light Co.,Florida Power & Light Co.,837,693,829,2644,1967-04-27,1972-10-20,,,1972-11-02,1972-12-14,,,,31.66,26.21,52,247.09,347965.0
TURKEY POINT-4,Operational,United States of America,PWR,WH 3LP (DRYAMB),Florida Power & Light Co.,Florida Power & Light Co.,821,693,829,2644,1967-04-27,1973-06-11,,,1973-06-21,1973-09-07,,,,31.05,26.21,51,247.54,349668.0
VERMONT YANKEE,Permanent Shutdown,United States of America,BWR,BWR-4 (Mark 1),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",605,514,635,1912,1967-12-11,1972-03-24,,,1972-09-20,1972-11-30,,,2014-12-29,31.64,26.88,43,163.37,319660.0
VOGTLE-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",1150,1122,1229,3626,1976-08-01,1987-03-09,,,1987-03-27,1987-06-01,,,,31.72,30.94,37,331.73,289478.0
